Order Id;Shipping Mode;Delivery Status;Late_delivery_risk;Days for shipping (real);Days for shipment (scheduled);shipping date (DateOrders)
60824;Standard Class;Late delivery;1;5;4;6/11/2017 21:00
60823;Standard Class;Shipping on time;0;4;4;6/10/2017 20:39
60821;Second Class;Shipping on time;0;2;2;6/8/2017 19:57
60817;Standard Class;Advance shipping;0;3;4;6/9/2017 18:33
60816;Standard Class;Advance shipping;0;2;4;6/8/2017 18:12
60794;Standard Class;Late delivery;1;5;4;6/11/2017 10:29
60791;First Class;Late delivery;1;2;1;6/8/2017 9:26
60790;Standard Class;Late delivery;1;6;4;6/12/2017 9:05
60771;Standard Class;Advance shipping;0;2;4;6/8/2017 2:26
60756;Second Class;Shipping on time;0;2;2;6/7/2017 21:10
60749;Standard Class;Late delivery;1;5;4;6/10/2017 18:43
60727;Standard Class;Advance shipping;0;3;4;6/8/2017 11:01
60719;First Class;Late delivery;1;2;1;6/7/2017 8:13
60713;Standard Class;Shipping on time;0;4;4;6/9/2017 6:07
60712;Standard Class;Advance shipping;0;3;4;6/8/2017 5:46
60709;Standard Class;Late delivery;1;5;4;6/10/2017 4:42
60692;Standard Class;Advance shipping;0;3;4;6/7/2017 22:45
60672;Standard Class;Advance shipping;0;3;4;6/7/2017 15:45
60669;Standard Class;Late delivery;1;5;4;6/9/2017 14:42
60663;Standard Class;Shipping on time;0;4;4;6/8/2017 12:36
60647;Standard Class;Advance shipping;0;3;4;6/7/2017 6:59
60634;Standard Class;Late delivery;1;5;4;6/9/2017 2:26
60624;Standard Class;Late delivery;1;5;4;6/8/2017 22:56
60622;Standard Class;Advance shipping;0;3;4;6/6/2017 22:14
60605;Same Day;Late delivery;1;1;0;6/4/2017 4:16
60600;Standard Class;Shipping canceled;0;6;4;6/9/2017 14:31
60599;Standard Class;Late delivery;1;5;4;6/8/2017 14:10
60594;First Class;Late delivery;1;2;1;6/5/2017 12:25
60593;First Class;Late delivery;1;2;1;6/5/2017 12:04
60591;Second Class;Shipping on time;0;2;2;6/5/2017 11:22
60585;Standard Class;Late delivery;1;6;4;6/9/2017 9:16
60584;Standard Class;Late delivery;1;5;4;6/8/2017 8:55
60579;Standard Class;Late delivery;1;5;4;6/8/2017 7:10
60577;Standard Class;Advance shipping;0;3;4;6/6/2017 6:28
60574;Standard Class;Shipping canceled;0;5;4;6/8/2017 5:25
60566;Standard Class;Advance shipping;0;2;4;6/5/2017 2:37
60564;Same Day;Shipping on time;0;0;0;6/3/2017 13:54
60562;Standard Class;Advance shipping;0;3;4;6/6/2017 1:12
60561;Second Class;Shipping on time;0;2;2;6/5/2017 0:51
60557;Standard Class;Advance shipping;0;3;4;6/5/2017 23:27
60541;Standard Class;Advance shipping;0;2;4;6/4/2017 17:51
60539;Second Class;Late delivery;1;5;2;6/7/2017 17:09
60538;Standard Class;Shipping on time;0;4;4;6/6/2017 16:48
60522;First Class;Late delivery;1;2;1;6/4/2017 11:12
60515;Standard Class;Late delivery;1;6;4;6/8/2017 8:44
60513;Standard Class;Shipping on time;0;4;4;6/6/2017 8:02
60512;Standard Class;Advance shipping;0;3;4;6/5/2017 7:41
60505;Second Class;Late delivery;1;6;2;6/8/2017 5:14
60493;Standard Class;Shipping on time;0;4;4;6/6/2017 1:02
60488;First Class;Late delivery;1;2;1;6/3/2017 23:17
60479;Standard Class;Late delivery;1;5;4;6/6/2017 20:08
60478;First Class;Late delivery;1;2;1;6/3/2017 19:47
60476;Standard Class;Advance shipping;0;2;4;6/3/2017 19:05
60470;Standard Class;Late delivery;1;6;4;6/7/2017 16:59
60426;Standard Class;Advance shipping;0;2;4;6/3/2017 1:34
60417;Standard Class;Advance shipping;0;3;4;6/3/2017 22:24
60410;Same Day;Late delivery;1;1;0;6/1/2017 7:57
60408;Same Day;Late delivery;1;1;0;6/1/2017 7:15
60400;Standard Class;Late delivery;1;6;4;6/6/2017 16:27
60397;Second Class;Late delivery;1;3;2;6/3/2017 15:24
60389;First Class;Late delivery;1;2;1;6/2/2017 12:36
60353;Standard Class;Shipping on time;0;4;4;6/3/2017 23:59
60348;First Class;Late delivery;1;2;1;6/1/2017 22:14
60346;Second Class;Shipping canceled;0;2;2;6/1/2017 21:32
60323;Second Class;Late delivery;1;4;2;6/3/2017 13:29
60319;Standard Class;Late delivery;1;5;4;6/4/2017 12:04
60315;Standard Class;Shipping canceled;0;6;4;6/5/2017 10:40
60313;Standard Class;Shipping on time;0;4;4;6/3/2017 9:58
60312;Standard Class;Advance shipping;0;3;4;6/2/2017 9:37
60304;Standard Class;Late delivery;1;5;4;6/4/2017 6:49
60283;First Class;Shipping canceled;0;2;1;5/31/2017 23:28
60278;Second Class;Late delivery;1;4;2;6/2/2017 21:43
60252;Second Class;Late delivery;1;3;2;6/1/2017 12:36
60243;Standard Class;Shipping on time;0;4;4;6/2/2017 9:27
60239;Same Day;Shipping on time;0;0;0;5/29/2017 20:03
60237;Standard Class;Advance shipping;0;3;4;6/1/2017 7:21
60233;Standard Class;Shipping on time;0;4;4;6/2/2017 5:57
60223;Second Class;Late delivery;1;4;2;6/2/2017 2:26
60214;Standard Class;Late delivery;1;5;4;6/2/2017 23:17
60191;First Class;Late delivery;1;2;1;5/30/2017 15:14
60185;Standard Class;Late delivery;1;6;4;6/3/2017 13:08
60170;Standard Class;Late delivery;1;6;4;6/3/2017 7:52
60136;Standard Class;Advance shipping;0;2;4;5/29/2017 19:58
60131;Second Class;Shipping on time;0;2;2;5/29/2017 18:13
60110;Standard Class;Late delivery;1;6;4;6/2/2017 10:51
60098;Standard Class;Shipping on time;0;4;4;5/31/2017 6:39
60090;Standard Class;Late delivery;1;6;4;6/2/2017 3:51
60067;Standard Class;Advance shipping;0;3;4;5/29/2017 19:47
60061;Second Class;Shipping on time;0;2;2;5/28/2017 17:41
60057;Second Class;Late delivery;1;3;2;5/29/2017 16:17
60053;First Class;Late delivery;1;2;1;5/28/2017 14:53
60029;First Class;Late delivery;1;2;1;5/28/2017 6:28
60023;Standard Class;Shipping on time;0;4;4;5/30/2017 4:22
60007;First Class;Late delivery;1;2;1;5/27/2017 22:46
60003;Second Class;Late delivery;1;4;2;5/29/2017 21:22
59993;Standard Class;Shipping on time;0;4;4;5/29/2017 17:52
59978;Standard Class;Shipping on time;0;4;4;5/29/2017 12:36
59966;Standard Class;Advance shipping;0;2;4;5/27/2017 8:24
59957;First Class;Late delivery;1;2;1;5/27/2017 5:15
59948;Standard Class;Shipping on time;0;4;4;5/29/2017 2:06
59943;Standard Class;Shipping on time;0;4;4;5/29/2017 0:21
59922;First Class;Late delivery;1;2;1;5/26/2017 16:59
59919;First Class;Late delivery;1;2;1;5/26/2017 15:56
59914;Second Class;Shipping canceled;0;5;2;5/29/2017 14:11
59909;Standard Class;Late delivery;1;5;4;5/29/2017 12:26
59897;Second Class;Late delivery;1;3;2;5/27/2017 8:14
59895;First Class;Late delivery;1;2;1;5/26/2017 7:32
59891;Standard Class;Advance shipping;0;2;4;5/26/2017 6:08
59881;Second Class;Shipping canceled;0;2;2;5/26/2017 2:37
59879;Standard Class;Late delivery;1;5;4;5/29/2017 1:55
59878;Standard Class;Shipping on time;0;4;4;5/28/2017 1:34
59863;Standard Class;Shipping on time;0;4;4;5/27/2017 20:19
59841;Standard Class;Advance shipping;0;2;4;5/25/2017 12:37
59830;Standard Class;Late delivery;1;6;4;5/29/2017 8:45
59829;Standard Class;Late delivery;1;5;4;5/28/2017 8:24
59820;Standard Class;Late delivery;1;6;4;5/29/2017 5:15
59818;Second Class;Late delivery;1;4;2;5/27/2017 4:33
59817;Second Class;Late delivery;1;3;2;5/26/2017 4:12
59800;Standard Class;Late delivery;1;6;4;5/28/2017 22:15
59798;First Class;Shipping canceled;0;2;1;5/24/2017 21:33
59794;Second Class;Late delivery;1;5;2;5/27/2017 20:09
59774;Standard Class;Late delivery;1;5;4;5/27/2017 13:08
59767;First Class;Late delivery;1;2;1;5/24/2017 10:41
59764;Standard Class;Late delivery;1;5;4;5/27/2017 9:38
59759;Standard Class;Late delivery;1;5;4;5/27/2017 7:53
59750;Standard Class;Late delivery;1;6;4;5/28/2017 4:44
59738;First Class;Shipping canceled;0;2;1;5/24/2017 0:31
59735;Standard Class;Late delivery;1;6;4;5/27/2017 23:28
59730;First Class;Late delivery;1;2;1;5/23/2017 21:43
59721;Standard Class;Advance shipping;0;2;4;5/23/2017 18:34
59718;Standard Class;Shipping on time;0;4;4;5/25/2017 17:31
59708;Standard Class;Shipping on time;0;4;4;5/25/2017 14:01
59695;First Class;Late delivery;1;2;1;5/23/2017 9:28
59684;Standard Class;Late delivery;1;5;4;5/26/2017 5:36
59683;Standard Class;Shipping canceled;0;4;4;5/25/2017 5:15
59675;Standard Class;Late delivery;1;6;4;5/27/2017 2:27
59659;Second Class;Late delivery;1;5;2;5/25/2017 20:51
59651;Standard Class;Advance shipping;0;2;4;5/22/2017 18:03
59641;Second Class;Shipping on time;0;2;2;5/22/2017 14:32
59623;Standard Class;Shipping on time;0;4;4;5/24/2017 8:14
59619;Standard Class;Late delivery;1;5;4;5/25/2017 6:50
59613;Second Class;Late delivery;1;4;2;5/24/2017 4:44
59609;Standard Class;Late delivery;1;5;4;5/25/2017 3:20
59606;Standard Class;Advance shipping;0;2;4;5/22/2017 2:17
59605;Standard Class;Late delivery;1;6;4;5/26/2017 1:56
59604;Standard Class;Shipping canceled;0;5;4;5/25/2017 1:35
59582;First Class;Late delivery;1;2;1;5/21/2017 17:52
59571;Standard Class;Advance shipping;0;2;4;5/21/2017 14:01
59569;Standard Class;Late delivery;1;5;4;5/24/2017 13:19
59564;Standard Class;Late delivery;1;5;4;5/24/2017 11:34
59540;Standard Class;Late delivery;1;6;4;5/25/2017 3:09
59534;Standard Class;Late delivery;1;5;4;5/24/2017 1:03
59520;Second Class;Late delivery;1;6;2;5/24/2017 20:09
59514;Same Day;Late delivery;1;1;0;5/19/2017 6:03
59508;Standard Class;Shipping on time;0;4;4;5/22/2017 15:57
59507;Standard Class;Shipping canceled;0;3;4;5/21/2017 15:36
59497;Standard Class;Advance shipping;0;3;4;5/21/2017 12:05
59491;Second Class;Shipping on time;0;2;2;5/20/2017 9:59
59488;Second Class;Late delivery;1;4;2;5/22/2017 8:56
59486;Standard Class;Advance shipping;0;2;4;5/20/2017 8:14
59483;Standard Class;Shipping on time;0;4;4;5/22/2017 7:11
59482;Standard Class;Advance shipping;0;3;4;5/21/2017 6:50
59457;Standard Class;Advance shipping;0;3;4;5/20/2017 22:05
59443;Standard Class;Shipping canceled;0;4;4;5/21/2017 17:10
59424;Standard Class;Late delivery;1;5;4;5/22/2017 10:31
59412;First Class;Late delivery;1;2;1;5/19/2017 6:19
59401;Standard Class;Advance shipping;0;2;4;5/19/2017 2:27
59398;Standard Class;Shipping on time;0;4;4;5/21/2017 1:24
59394;Standard Class;Late delivery;1;5;4;5/22/2017 0:00
59388;Standard Class;Shipping on time;0;4;4;5/20/2017 21:54
59386;Standard Class;Advance shipping;0;2;4;5/18/2017 21:12
59380;Standard Class;Late delivery;1;6;4;5/22/2017 19:06
59377;Standard Class;Advance shipping;0;3;4;5/19/2017 18:03
59369;First Class;Late delivery;1;2;1;5/18/2017 15:15
59364;Standard Class;Late delivery;1;5;4;5/21/2017 13:30
59356;Second Class;Shipping on time;0;2;2;5/18/2017 10:42
59335;Standard Class;Late delivery;1;6;4;5/22/2017 3:20
59324;Standard Class;Late delivery;1;5;4;5/20/2017 23:29
59321;Standard Class;Advance shipping;0;2;4;5/17/2017 22:26
59303;Standard Class;Shipping on time;0;4;4;5/19/2017 16:07
59302;Standard Class;Advance shipping;0;3;4;5/18/2017 15:46
59299;Standard Class;Late delivery;1;5;4;5/20/2017 14:43
59294;Standard Class;Late delivery;1;5;4;5/20/2017 12:58
59287;Standard Class;Advance shipping;0;3;4;5/18/2017 10:31
59273;Same Day;Shipping on time;0;0;0;5/15/2017 17:37
59272;Same Day;Shipping on time;0;0;0;5/15/2017 17:16
59249;Standard Class;Late delivery;1;5;4;5/19/2017 21:12
59240;First Class;Late delivery;1;2;1;5/16/2017 18:03
59212;Standard Class;Advance shipping;0;3;4;5/17/2017 8:15
59208;Standard Class;Shipping on time;0;4;4;5/18/2017 6:50
59199;Standard Class;Late delivery;1;5;4;5/19/2017 3:41
59194;Standard Class;Late delivery;1;5;4;5/19/2017 1:56
59192;First Class;Late delivery;1;2;1;5/16/2017 1:14
59180;Standard Class;Late delivery;1;6;4;5/19/2017 21:02
59174;Same Day;Late delivery;1;1;0;5/14/2017 6:56
59156;Standard Class;Advance shipping;0;2;4;5/15/2017 12:37
59118;First Class;Late delivery;1;2;1;5/14/2017 23:19
59112;First Class;Shipping canceled;0;2;1;5/14/2017 21:12
59095;First Class;Late delivery;1;2;1;5/14/2017 15:15
59088;Standard Class;Shipping on time;0;4;4;5/16/2017 12:48
59085;Standard Class;Late delivery;1;6;4;5/18/2017 11:45
59035;Same Day;Late delivery;1;1;0;5/12/2017 6:14
59031;Standard Class;Advance shipping;0;2;4;5/13/2017 16:50
59014;Standard Class;Late delivery;1;5;4;5/16/2017 10:52
59004;Standard Class;Late delivery;1;5;4;5/16/2017 7:22
59002;Second Class;Late delivery;1;3;2;5/14/2017 6:40
59001;Standard Class;Advance shipping;0;2;4;5/13/2017 6:19
58993;Same Day;Shipping on time;0;0;0;5/11/2017 15:31
58986;Standard Class;Advance shipping;0;2;4;5/13/2017 1:04
58974;Standard Class;Late delivery;1;5;4;5/15/2017 20:52
58969;Standard Class;Late delivery;1;5;4;5/15/2017 19:07
58967;Standard Class;Advance shipping;0;3;4;5/13/2017 18:24
58955;Second Class;Late delivery;1;6;2;5/16/2017 14:12
58943;Standard Class;Shipping on time;0;4;4;5/14/2017 10:00
58902;Standard Class;Advance shipping;0;3;4;5/12/2017 19:38
58898;Standard Class;Shipping on time;0;4;4;5/13/2017 18:14
58897;Standard Class;Advance shipping;0;3;4;5/12/2017 17:53
58889;First Class;Late delivery;1;2;1;5/11/2017 15:05
58871;Standard Class;Advance shipping;0;2;4;5/11/2017 8:46
58868;Second Class;Late delivery;1;4;2;5/13/2017 7:43
58865;Second Class;Late delivery;1;6;2;5/15/2017 6:40
58853;Standard Class;Shipping on time;0;4;4;5/13/2017 2:28
58848;Standard Class;Shipping on time;0;4;4;5/13/2017 0:43
58846;Standard Class;Advance shipping;0;2;4;5/11/2017 0:01
58841;First Class;Late delivery;1;2;1;5/10/2017 22:16
58829;Standard Class;Late delivery;1;5;4;5/13/2017 18:04
58814;Standard Class;Late delivery;1;5;4;5/13/2017 12:48
58808;Standard Class;Shipping on time;0;4;4;5/12/2017 10:42
58805;First Class;Late delivery;1;2;1;5/10/2017 9:39
58783;Standard Class;Shipping on time;0;4;4;5/12/2017 1:57
58780;Second Class;Shipping canceled;0;6;2;5/14/2017 0:54
58774;Standard Class;Late delivery;1;5;4;5/12/2017 22:47
58769;Second Class;Late delivery;1;5;2;5/12/2017 21:02
58766;Same Day;Late delivery;1;1;0;5/8/2017 7:59
58764;Standard Class;Late delivery;1;5;4;5/12/2017 19:17
58752;Standard Class;Advance shipping;0;3;4;5/10/2017 15:05
58748;Standard Class;Shipping on time;0;4;4;5/11/2017 13:41
58740;First Class;Late delivery;1;2;1;5/9/2017 10:53
58736;Second Class;Shipping on time;0;2;2;5/9/2017 9:29
58712;Second Class;Late delivery;1;3;2;5/10/2017 1:04
58704;Standard Class;Shipping canceled;0;5;4;5/11/2017 22:16
58698;Standard Class;Shipping on time;0;4;4;5/10/2017 20:10
58694;First Class;Late delivery;1;2;1;5/8/2017 18:46
58692;Standard Class;Advance shipping;0;3;4;5/9/2017 18:04
58670;Standard Class;Late delivery;1;6;4;5/12/2017 10:21
58664;Standard Class;Late delivery;1;5;4;5/11/2017 8:15
58660;Standard Class;Late delivery;1;6;4;5/12/2017 6:51
58650;Standard Class;Late delivery;1;6;4;5/12/2017 3:21
58647;Standard Class;Advance shipping;0;3;4;5/9/2017 2:18
58639;Standard Class;Late delivery;1;5;4;5/10/2017 23:30
58627;First Class;Late delivery;1;2;1;5/7/2017 19:17
58626;Standard Class;Advance shipping;0;2;4;5/7/2017 18:56
58616;Standard Class;Advance shipping;0;2;4;5/7/2017 15:26
58612;Second Class;Late delivery;1;3;2;5/8/2017 14:02
58610;Second Class;Late delivery;1;6;2;5/11/2017 13:20
58609;Second Class;Late delivery;1;5;2;5/10/2017 12:59
58605;Standard Class;Late delivery;1;6;4;5/11/2017 11:35
58589;Standard Class;Late delivery;1;5;4;5/10/2017 5:59
58585;Standard Class;Shipping canceled;0;6;4;5/11/2017 4:35
58577;First Class;Late delivery;1;2;1;5/7/2017 1:46
58562;Standard Class;Advance shipping;0;3;4;5/7/2017 20:31
58561;Standard Class;Advance shipping;0;2;4;5/6/2017 20:10
58559;Standard Class;Late delivery;1;5;4;5/9/2017 19:28
58556;First Class;Late delivery;1;2;1;5/6/2017 18:25
58543;Standard Class;Shipping on time;0;4;4;5/8/2017 13:52
58519;Standard Class;Late delivery;1;5;4;5/9/2017 5:27
58500;Same Day;Late delivery;1;1;0;5/4/2017 10:48
58496;Same Day;Late delivery;1;1;0;5/4/2017 9:24
58489;Standard Class;Late delivery;1;5;4;5/8/2017 18:57
58481;First Class;Late delivery;1;2;1;5/5/2017 16:08
58468;Second Class;Late delivery;1;4;2;5/7/2017 11:35
58461;Standard Class;Advance shipping;0;2;4;5/5/2017 9:08
58437;Standard Class;Advance shipping;0;3;4;5/6/2017 0:44
58424;Standard Class;Late delivery;1;5;4;5/7/2017 20:10
58364;Standard Class;Late delivery;1;5;4;5/6/2017 23:09
58356;Second Class;Shipping on time;0;2;2;5/3/2017 20:21
58343;Second Class;Late delivery;1;4;2;5/5/2017 15:48
58340;Standard Class;Late delivery;1;6;4;5/7/2017 14:45
58339;Standard Class;Late delivery;1;5;4;5/6/2017 14:24
58317;Second Class;Late delivery;1;3;2;5/4/2017 6:41
58313;Standard Class;Shipping on time;0;4;4;5/5/2017 5:17
58311;Second Class;Shipping on time;0;2;2;5/3/2017 4:35
58310;Standard Class;Late delivery;1;6;4;5/7/2017 4:14
58305;First Class;Late delivery;1;2;1;5/3/2017 2:29
58300;Standard Class;Late delivery;1;6;4;5/7/2017 0:44
58282;Standard Class;Advance shipping;0;3;4;5/3/2017 18:25
58277;Standard Class;Advance shipping;0;3;4;5/3/2017 16:40
58275;First Class;Late delivery;1;2;1;5/2/2017 15:58
58273;First Class;Shipping canceled;0;2;1;5/2/2017 15:16
58266;First Class;Late delivery;1;2;1;5/2/2017 12:49
58262;Second Class;Late delivery;1;3;2;5/3/2017 11:25
58258;Standard Class;Shipping on time;0;4;4;5/4/2017 10:01
58257;Standard Class;Advance shipping;0;3;4;5/3/2017 9:40
58248;Standard Class;Shipping on time;0;4;4;5/4/2017 6:31
58243;Standard Class;Shipping on time;0;4;4;5/4/2017 4:46
58238;Second Class;Shipping canceled;0;4;2;5/4/2017 3:00
58233;Standard Class;Shipping canceled;0;4;4;5/4/2017 1:15
58228;Standard Class;Shipping on time;0;4;4;5/3/2017 23:30
58225;Standard Class;Late delivery;1;6;4;5/5/2017 22:27
58208;Standard Class;Shipping on time;0;4;4;5/3/2017 16:30
58194;Second Class;Late delivery;1;5;2;5/4/2017 11:36
58189;Standard Class;Late delivery;1;5;4;5/4/2017 9:50
58167;Standard Class;Advance shipping;0;3;4;5/2/2017 2:08
58151;Standard Class;Advance shipping;0;2;4;4/30/2017 20:32
58141;Standard Class;Advance shipping;0;2;4;4/30/2017 17:01
58131;Second Class;Shipping on time;0;2;2;4/30/2017 13:31
58125;Standard Class;Late delivery;1;6;4;5/4/2017 11:25
58110;Standard Class;Late delivery;1;6;4;5/4/2017 6:10
58107;Standard Class;Advance shipping;0;3;4;5/1/2017 5:07
58102;Standard Class;Advance shipping;0;3;4;5/1/2017 3:22
58092;Standard Class;Advance shipping;0;3;4;4/30/2017 23:51
58080;First Class;Late delivery;1;2;1;4/29/2017 19:39
58077;Second Class;Late delivery;1;3;2;4/30/2017 18:36
58076;First Class;Late delivery;1;2;1;4/29/2017 18:15
58071;Standard Class;Advance shipping;0;2;4;4/29/2017 16:30
58065;Standard Class;Late delivery;1;6;4;5/3/2017 14:24
58064;Standard Class;Late delivery;1;5;4;5/2/2017 14:03
58048;First Class;Late delivery;1;2;1;4/29/2017 8:26
58041;Standard Class;Advance shipping;0;2;4;4/29/2017 5:59
58036;Standard Class;Advance shipping;0;2;4;4/29/2017 4:14
58033;Standard Class;Shipping on time;0;4;4;5/1/2017 3:11
58030;Standard Class;Late delivery;1;6;4;5/3/2017 2:08
58027;Standard Class;Advance shipping;0;3;4;4/30/2017 1:05
58018;Standard Class;Shipping on time;0;4;4;4/30/2017 21:56
58017;Standard Class;Advance shipping;0;3;4;4/29/2017 21:35
57998;Standard Class;Shipping on time;0;4;4;4/30/2017 14:55
57987;Standard Class;Advance shipping;0;3;4;4/29/2017 11:04
57986;Standard Class;Advance shipping;0;2;4;4/28/2017 10:43
57977;Standard Class;Advance shipping;0;3;4;4/29/2017 7:34
57964;Standard Class;Late delivery;1;5;4;5/1/2017 3:01
57960;Standard Class;Late delivery;1;6;4;5/2/2017 1:37
57954;Second Class;Shipping canceled;0;5;2;4/30/2017 23:31
57944;Second Class;Late delivery;1;5;2;4/30/2017 20:00
57943;Second Class;Late delivery;1;4;2;4/29/2017 19:39
57939;Standard Class;Late delivery;1;5;4;4/30/2017 18:15
57922;First Class;Late delivery;1;2;1;4/27/2017 12:18
57902;Standard Class;Advance shipping;0;3;4;4/28/2017 5:17
57894;First Class;Late delivery;1;2;1;4/27/2017 2:29
57891;Standard Class;Advance shipping;0;2;4;4/27/2017 1:26
57887;Standard Class;Advance shipping;0;3;4;4/28/2017 0:02
57884;Standard Class;Late delivery;1;5;4;4/29/2017 22:59
57876;First Class;Late delivery;1;2;1;4/26/2017 20:11
57872;Standard Class;Advance shipping;0;3;4;4/27/2017 18:47
57871;Standard Class;Advance shipping;0;2;4;4/26/2017 18:26
57864;Standard Class;Late delivery;1;5;4;4/29/2017 15:59
57849;Second Class;Late delivery;1;5;2;4/29/2017 10:43
57835;Standard Class;Shipping canceled;0;6;4;4/30/2017 5:49
57827;Same Day;Shipping on time;0;0;0;4/24/2017 15:01
57823;Standard Class;Shipping on time;0;4;4;4/28/2017 1:37
57802;First Class;Late delivery;1;2;1;4/25/2017 18:15
57799;Same Day;Shipping canceled;0;1;0;4/24/2017 5:12
57786;Second Class;Shipping on time;0;2;2;4/25/2017 12:39
57783;Second Class;Late delivery;1;4;2;4/27/2017 11:36
57782;Second Class;Late delivery;1;3;2;4/26/2017 11:15
57778;Same Day;Shipping on time;0;0;0;4/23/2017 21:51
57760;Standard Class;Late delivery;1;6;4;4/29/2017 3:33
57759;Second Class;Late delivery;1;5;2;4/28/2017 3:12
57743;First Class;Late delivery;1;2;1;4/24/2017 21:35
57741;Standard Class;Advance shipping;0;2;4;4/24/2017 20:53
57734;Standard Class;Late delivery;1;5;4;4/27/2017 18:26
57727;Standard Class;Advance shipping;0;3;4;4/25/2017 15:59
57722;First Class;Late delivery;1;2;1;4/24/2017 14:14
57719;Second Class;Late delivery;1;5;2;4/27/2017 13:11
57708;Standard Class;Shipping on time;0;4;4;4/26/2017 9:19
57684;First Class;Late delivery;1;2;1;4/24/2017 0:55
57683;Standard Class;Shipping on time;0;4;4;4/26/2017 0:34
57682;Standard Class;Advance shipping;0;3;4;4/25/2017 0:13
57681;Standard Class;Advance shipping;0;2;4;4/23/2017 23:52
57674;Standard Class;Late delivery;1;5;4;4/26/2017 21:25
57672;Standard Class;Shipping canceled;0;3;4;4/24/2017 20:43
57648;Second Class;Late delivery;1;4;2;4/25/2017 12:18
57645;Standard Class;Late delivery;1;6;4;4/27/2017 11:15
57644;Standard Class;Late delivery;1;5;4;4/26/2017 10:54
57643;Standard Class;Shipping on time;0;4;4;4/25/2017 10:33
57630;Standard Class;Late delivery;1;6;4;4/27/2017 6:00
57624;First Class;Late delivery;1;2;1;4/23/2017 3:54
57618;Second Class;Late delivery;1;4;2;4/25/2017 1:48
57617;Same Day;Shipping on time;0;0;0;4/21/2017 13:27
57593;Standard Class;Shipping on time;0;4;4;4/24/2017 17:02
57592;Standard Class;Advance shipping;0;3;4;4/23/2017 16:41
57573;Same Day;Shipping canceled;0;0;0;4/20/2017 22:02
57540;Standard Class;Late delivery;1;6;4;4/25/2017 22:28
57534;Standard Class;Late delivery;1;5;4;4/24/2017 20:22
57533;First Class;Late delivery;1;2;1;4/21/2017 20:01
57517;First Class;Late delivery;1;2;1;4/21/2017 14:25
57507;Standard Class;Advance shipping;0;3;4;4/22/2017 10:54
57504;Standard Class;Late delivery;1;5;4;4/24/2017 9:51
57503;Standard Class;Shipping on time;0;4;4;4/23/2017 9:30
57497;Standard Class;Advance shipping;0;3;4;4/22/2017 7:24
57496;Standard Class;Advance shipping;0;2;4;4/21/2017 7:03
57492;Standard Class;Advance shipping;0;3;4;4/22/2017 5:39
57480;Standard Class;Late delivery;1;6;4;4/25/2017 1:27
57464;Standard Class;Late delivery;1;5;4;4/23/2017 19:50
57455;Standard Class;Late delivery;1;6;4;4/24/2017 16:41
57451;Second Class;Shipping on time;0;2;2;4/20/2017 15:17
57441;Second Class;Shipping on time;0;2;2;4/20/2017 11:47
57437;Second Class;Late delivery;1;3;2;4/21/2017 10:23
57406;Standard Class;Advance shipping;0;2;4;4/19/2017 23:31
57391;Standard Class;Advance shipping;0;2;4;4/19/2017 18:16
57377;Standard Class;Advance shipping;0;3;4;4/20/2017 13:22
57355;Standard Class;Late delivery;1;6;4;4/23/2017 5:39
57354;Same Day;Shipping on time;0;0;0;4/17/2017 17:18
57345;Standard Class;Late delivery;1;6;4;4/23/2017 2:09
57342;Standard Class;Advance shipping;0;3;4;4/20/2017 1:06
57339;Standard Class;Shipping canceled;0;5;4;4/22/2017 0:03
57337;Standard Class;Advance shipping;0;3;4;4/19/2017 23:21
57329;Standard Class;Late delivery;1;5;4;4/21/2017 20:33
57328;Standard Class;Shipping on time;0;4;4;4/20/2017 20:12
57327;Standard Class;Shipping canceled;0;3;4;4/19/2017 19:51
57325;Second Class;Late delivery;1;6;2;4/22/2017 19:09
57324;Standard Class;Shipping canceled;0;5;4;4/21/2017 18:48
57322;Second Class;Late delivery;1;3;2;4/19/2017 18:05
57321;Second Class;Shipping on time;0;2;2;4/18/2017 17:44
57316;First Class;Late delivery;1;2;1;4/18/2017 15:59
57303;Standard Class;Shipping on time;0;4;4;4/20/2017 11:26
57285;Standard Class;Late delivery;1;6;4;4/22/2017 5:08
57282;Standard Class;Advance shipping;0;3;4;4/19/2017 4:05
57274;First Class;Late delivery;1;2;1;4/18/2017 1:16
57266;Standard Class;Advance shipping;0;2;4;4/17/2017 22:28
57259;Standard Class;Late delivery;1;5;4;4/20/2017 20:01
57253;Standard Class;Shipping on time;0;4;4;4/19/2017 17:55
57235;First Class;Late delivery;1;2;1;4/17/2017 11:37
57227;Standard Class;Shipping canceled;0;3;4;4/18/2017 8:49
57219;Second Class;Late delivery;1;5;2;4/20/2017 6:00
57217;Same Day;Shipping on time;0;0;0;4/15/2017 17:18
57216;Same Day;Shipping on time;0;0;0;4/15/2017 16:57
57208;Second Class;Late delivery;1;4;2;4/19/2017 2:09
57195;Standard Class;Late delivery;1;6;4;4/20/2017 21:36
57188;Standard Class;Shipping on time;0;4;4;4/18/2017 19:09
57181;Standard Class;Advance shipping;0;2;4;4/16/2017 16:42
57179;Second Class;Late delivery;1;5;2;4/19/2017 16:00
57178;Second Class;Late delivery;1;4;2;4/18/2017 15:39
57175;Standard Class;Late delivery;1;6;4;4/20/2017 14:35
57173;Standard Class;Shipping on time;0;4;4;4/18/2017 13:53
